Block Id,Census Year,Clue Small Area,Commercial Accommodation,Common Area,Community Use,Educational Research,Entertainment Recreation Indoor,Equipment Installation,Hospital Clinic,House Townhouse,Institutional Accommodation,Manufacturing,Office,Park Reserve,Parking Commercial Covered,Parking Commercial Uncovered,Parking Private Covered,Parking Private Uncovered,Performances Conferences Ceremonies,Private Outdoor Space,Public Display Area,Residential Apartment,Retail Cars,Retail Shop,Retail Showroom,Retail Stall,Sports And Recreation Outdoor,Square Promenade,Storage,Student Accommodation,Total Jobs In Block,Transport,Transport Storage Uncovered,Unoccupied Under Construction,Unoccupied Under Demolition Condemned,Unoccupied Under Renovation,Unoccupied Undeveloped Site,Unoccupied Unused,Wholesale,Workshop Studio
659,2006,Melbourne (Remainder),0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,3856,0,0,0,0,0,0,0,0,0
661,2006,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
662,2006,East Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
733,2006,Southbank,0,,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,33,0,0,0,0,,0,,0,0
735,2006,Southbank,0,,0,0,0,,0,0,0,,61,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,82,0,0,0,0,0,0,,0,0
739,2006,Southbank,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,391,0,0,,0,0,0,0,0,0
744,2006,Southbank,0,,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,0,0
747,2006,Southbank,0,0,0,0,0,0,0,0,0,0,146,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,,0,
748,2006,Southbank,,0,0,0,24,0,0,0,0,0,2022,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2068,0,0,0,0,0,0,0,0,0
750,2006,Southbank,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0
751,2006,Southbank,0,,0,,,0,,0,0,0,97,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,522,0,0,0,0,0,0,,0,0
771,2006,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
773,2006,Docklands,0,0,0,0,33,0,0,0,0,0,56,0,0,,0,0,0,0,0,0,,16,,0,0,0,,0,133,0,13,0,0,0,0,,0,0
774,2006,Port Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,72,0,0,0,0,0,,0,0,
779,2006,Port Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,495,0,865,0,0,0,0,0,,,0,301
780,2006,Port Melbourne,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0
790,2006,Port Melbourne,0,,0,0,0,,0,0,0,223,468,0,0,0,,0,0,0,0,0,0,11,0,0,0,0,9,0,1046,0,0,0,0,0,0,0,,163
791,2006,Port Melbourne,0,,0,,0,0,0,0,0,877,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1138,0,,0,0,0,,0,0,35
802,2006,Southbank,0,0,0,0,136,,,0,0,0,3042,0,1,0,1,0,0,0,0,,,101,5,0,0,,,0,3389,0,0,0,0,,,0,0,
743,2005,Southbank,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,2005,Southbank,0,0,0,0,0,,0,0,0,0,1713,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1713,0,0,0,0,,0,0,0,0
747,2005,Southbank,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,,0,
760,2005,Melbourne (Remainder),0,0,0,0,62,,196,0,0,0,2578,0,,0,0,0,,0,0,0,0,62,,0,0,0,,0,2995,0,0,0,0,0,0,0,,0
771,2005,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
778,2005,Port Melbourne,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,15,0,1022,0,0,0,0,0,,0,,
781,2005,Port Melbourne,0,,0,0,,0,0,0,0,,947,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,1302,0,0,,,0,0,,,
782,2005,Port Melbourne,0,,0,0,0,,0,0,0,155,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,,,
784,2005,Port Melbourne,0,0,0,,,0,0,0,0,,491,0,0,0,0,,0,,0,0,0,0,0,0,0,0,21,0,550,0,0,0,0,0,0,0,,
785,2005,Port Melbourne,0,,0,0,,0,0,0,0,13,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,169,0,34,0,0,0,,0,0,0
788,2005,Port Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0
795,2005,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,0,0
801,2005,Southbank,,0,0,,30,0,0,0,0,0,1991,0,,0,0,0,0,0,0,,0,,0,0,0,,0,0,2189,0,0,,0,0,0,0,0,0
803,2005,Southbank,,,0,0,5136,0,0,0,0,0,,0,,0,0,0,,,0,0,0,407,0,0,0,,,0,9805,0,0,0,0,,0,0,0,0
804,2005,Southbank,0,0,0,0,279,,0,0,0,0,202,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,,,0,0
807,2005,Southbank,,,0,0,,,0,0,0,0,387,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0
809,2005,Southbank,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0
814,2005,Southbank,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0
849,2005,South Yarra,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
853,2005,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,2005,South Yarra,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,2005,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,0,0,0,0,0
861,2005,South Yarra,14,0,0,,77,,,0,0,0,,0,0,0,0,,0,0,0,0,0,39,0,0,0,0,0,0,177,0,0,0,0,,,0,0,
862,2005,South Yarra,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,50,0,0,0,0,0,0,,0,0
867,2005,South Yarra,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
869,2005,South Yarra,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
870,2005,Melbourne (Remainder),0,,0,274,,,,0,,0,0,0,0,0,,0,0,,0,0,0,32,0,0,0,0,0,0,5273,0,0,0,0,0,0,,0,0
871,2005,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,,0,579,0,0,0,0,0,0,0,0,0
916,2005,Parkville,0,0,0,48,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
919,2005,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0
921,2005,Parkville,0,,0,,,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0
924,2005,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,2005,Parkville,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0
1002,2005,West Melbourne (Industrial),0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,182,0,0,0,0,0,0,0
1006,2005,West Melbourne (Industrial),0,,0,0,39,2,0,0,0,0,230,,0,0,0,0,0,0,0,0,,0,0,,0,0,4,0,2598,15,188,0,0,0,,,2095,16
1007,2005,West Melbourne (Industrial),0,,0,0,0,,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,92,0,895,,652,0,0,0,,0,0,
1009,2005,West Melbourne (Industrial),0,,0,0,,0,0,0,0,0,17,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,653,,453,0,0,0,0,,0,96
1013,2005,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,46,0,0,0,0,0,0,,0,
1014,2005,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,159,0,0,0,0,0,0,0,47,0
1107,2005,Docklands,0,,,0,0,,0,0,0,0,25,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,32,0,0,,0,0,,,0,0
1108,2005,Docklands,0,0,0,,50,,,0,0,0,3370,61,,,0,,0,0,0,0,0,127,,0,0,,35,0,3725,,0,0,0,0,0,,0,0
1112,2005,Docklands,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,,0,0,10,,0,0,,0,0,,0,0
5,2004,Melbourne (CBD),0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,15,0,,0,0,0,0,19,0,0,0,0,0,0,,0,0
12,2004,Melbourne (CBD),62,0,0,0,193,0,0,,0,0,3127,0,8,0,,0,0,0,0,,0,38,0,0,0,0,0,0,3428,0,0,0,0,0,0,0,0,0
13,2004,Melbourne (CBD),0,0,0,0,58,,,0,0,0,1738,0,,0,0,0,0,0,,,0,36,0,0,0,0,,0,1880,0,0,0,0,0,0,0,,0
16,2004,Melbourne (CBD),,0,0,0,92,,,0,0,,497,,,0,,,,0,,0,0,64,0,0,0,0,0,0,815,0,0,0,0,,0,0,,
17,2004,Melbourne (CBD),,0,0,,180,,0,0,0,,319,0,12,0,,0,0,0,0,0,0,41,0,0,0,0,0,0,651,0,0,,,,0,0,,
23,2004,Melbourne (CBD),0,0,0,0,55,,,0,0,0,3105,0,,0,0,0,,0,0,,0,34,,,0,0,0,0,3303,0,0,,0,,0,0,0,
26,2004,Melbourne (CBD),,0,0,,75,0,52,0,0,0,2544,0,15,0,0,0,,0,0,0,0,89,0,0,0,,0,0,3034,0,0,0,0,0,0,0,0,
27,2004,Melbourne (CBD),399,0,0,0,202,0,32,0,0,0,4422,0,,0,0,,27,0,0,,0,218,0,0,0,0,0,0,5320,0,0,0,0,,0,0,0,
33,2004,Melbourne (CBD),95,0,0,,208,0,14,0,0,0,2155,0,0,0,0,0,,0,0,0,0,141,0,0,0,0,0,0,2625,0,0,0,0,,0,0,0,0
34,2004,Melbourne (CBD),0,0,0,0,53,0,12,0,0,0,7245,0,,0,0,0,0,0,0,,0,257,0,,0,0,0,0,7591,0,0,0,0,0,0,0,12,8
35,2004,Melbourne (CBD),,0,0,,171,0,123,0,0,8,907,0,0,0,0,0,,0,0,0,0,1032,0,5,0,0,5,0,2830,0,0,0,0,,0,0,108,255
36,2004,Melbourne (CBD),79,0,,,57,,10,0,0,0,331,0,,0,0,0,35,0,0,,0,132,0,,0,0,0,0,676,0,0,0,0,0,0,0,0,
41,2004,Melbourne (CBD),,0,0,0,100,,0,0,0,0,1741,0,,0,0,,23,0,0,,0,8,0,0,0,0,,0,1953,0,0,0,,0,0,0,0,
43,2004,Melbourne (CBD),,0,0,,148,0,0,0,0,0,4282,0,0,0,0,0,,0,0,0,0,44,0,0,0,0,,0,4535,0,0,0,0,,,0,0,0
47,2004,Melbourne (CBD),,0,0,0,128,0,,0,0,0,152,0,0,0,,0,,0,0,0,0,110,0,0,0,0,0,0,452,0,0,,0,,0,,0,
52,2004,Melbourne (CBD),0,0,0,0,,,0,0,0,0,2933,0,7,,0,0,0,0,0,,0,51,0,0,0,0,0,0,3000,0,0,0,,,0,0,0,0
55,2004,Melbourne (CBD),,0,0,0,105,0,,0,0,0,75,0,0,0,0,0,0,0,0,,0,2382,0,4,0,0,0,0,2746,0,0,0,0,0,0,,0,0
57,2004,Melbourne (CBD),,0,0,,506,0,8,0,0,0,353,0,,0,,0,49,,0,0,0,205,0,0,0,0,0,0,1176,0,0,0,0,0,0,0,0,
63,2004,Melbourne (CBD),0,0,0,0,36,0,0,0,0,0,268,0,0,0,0,0,164,0,0,,0,22,0,,0,0,,,491,0,0,0,0,0,0,0,0,0
65,2004,Melbourne (CBD),,0,0,,163,,,0,0,0,236,0,,0,0,0,0,0,0,,0,1551,0,0,0,0,1,0,1998,0,0,0,0,0,0,0,0,4
68,2004,Melbourne (CBD),29,0,0,,100,,,0,0,0,2142,0,,0,1,,,0,0,4,0,19,,0,0,0,,,2447,0,0,,0,0,0,0,0,0
74,2004,Melbourne (CBD),0,0,,,112,0,6,0,0,,994,0,,0,0,0,0,0,0,0,0,189,,0,0,0,0,,1393,0,0,0,0,0,0,0,0,25
81,2004,Melbourne (CBD),25,0,0,,46,0,0,0,0,,35,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,494,0,0,0,0,,0,,0,0
82,2004,Melbourne (CBD),0,0,0,31,51,0,0,0,0,0,3417,0,0,0,0,,,0,0,0,0,,0,,0,0,0,0,3790,,0,,0,0,0,0,0,0
83,2004,Melbourne (CBD),0,0,0,0,16,,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,0,0,,0,456,0,0,0,0,0,0,0,0,0
85,2004,Melbourne (CBD),0,0,0,0,121,,,0,,0,3966,0,,0,0,0,24,0,0,,0,866,0,,0,0,0,,5047,,0,0,0,,0,0,0,
92,2004,West Melbourne (Residential),0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,0,0,0
98,2004,Melbourne (CBD),0,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
107,2004,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,22,0,0,0,,0,,0,0,,0,,0,0,0,0,0,,38,0,0,0,0,,0,0,0,0
116,2004,Melbourne (CBD),0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
131,2004,Docklands,,0,0,,47,,,0,0,0,3360,0,,0,,0,,0,0,0,0,12,0,0,0,,,0,3824,0,0,0,0,0,0,,0,0
201,2004,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0
202,2004,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2004,Carlton,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
207,2004,Carlton,0,0,0,0,59,,,0,,0,89,0,,0,,0,0,0,0,0,0,94,0,0,0,0,,0,247,0,0,0,0,0,0,0,0,0
209,2004,Carlton,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
217,2004,Carlton,0,0,0,0,156,0,31,0,0,0,104,0,,0,0,,,0,0,0,0,365,0,0,0,0,,0,703,0,0,0,0,0,0,0,0,
223,2004,Carlton,0,0,0,0,,0,,0,0,0,24,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,67,0,0,0,0,0,0,,0,0
233,2004,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2004,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
236,2004,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,,0,
238,2004,Carlton,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
240,2004,Carlton,0,,0,329,,,,0,0,0,41,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,377,0,0,0,0,0,0,0,0,0
241,2004,Carlton,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
245,2004,Carlton,0,0,0,,,0,,,0,0,212,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,,331,0,0,,0,,0,,0,0
247,2004,Carlton,,0,0,,172,,36,0,0,0,285,0,,,0,0,0,0,0,,0,50,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0
248,2004,Carlton,,0,0,,,0,,0,0,0,57,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,109,0,0,0,0,0,0,,0,
249,2004,Carlton,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0,
257,2004,Carlton,,0,0,,,,0,0,0,,208,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,,,488,0,0,0,0,,,0,0,0
259,2004,Carlton,0,0,0,0,,0,0,0,0,0,363,0,0,0,,0,0,0,0,,,,0,0,0,0,0,0,376,0,0,0,0,0,0,,,
261,2004,Carlton,0,0,0,,0,0,0,0,0,0,140,0,0,0,0,0,,0,0,0,22,44,0,0,0,0,0,0,287,0,0,0,0,0,0,0,,19
269,2004,Carlton,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
274,2004,Carlton,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,92,0,0,0,0,0,0,0,0,0
301,2004,North Melbourne,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,,,0,0
306,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
307,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,2004,North Melbourne,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,,0,0
311,2004,North Melbourne,0,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
316,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
318,2004,North Melbourne,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
319,2004,North Melbourne,0,,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,290,0,0,0,0,0,0,0,,
323,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,148,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,208,0,0,0,0,0,0,0,,
325,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,2004,North Melbourne,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
329,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,153,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,,0,0
335,2004,North Melbourne,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,,0,19,0,0,0,0,,0,69,,0,0,0,0,0,0,,14
337,2004,North Melbourne,0,0,0,0,0,,0,,0,0,134,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,190,0,0,0,0,0,0,,37,
341,2004,North Melbourne,0,0,0,0,,0,0,0,0,,66,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,107,0,0,,0,0,0,,,
342,2004,North Melbourne,0,0,0,0,0,13,0,0,0,0,125,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,167,0,0,0,0,0,0,,0,
347,2004,North Melbourne,,0,0,0,,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,,,0,24
354,2004,North Melbourne,0,0,,0,36,0,0,0,0,0,279,0,0,0,0,0,30,0,0,0,0,104,0,0,0,0,,0,468,0,0,,0,,0,0,0,
356,2004,North Melbourne,0,0,0,0,,,0,0,0,0,79,0,0,0,0,,0,0,0,,0,17,0,0,0,0,4,0,147,0,0,0,0,0,0,,,22
360,2004,North Melbourne,0,0,0,0,34,0,0,0,0,,22,0,0,0,0,0,,,0,0,0,10,0,0,0,0,,0,97,0,0,0,0,0,0,,14,0
361,2004,North Melbourne,,0,0,0,8,0,0,0,0,0,101,0,0,0,,,0,0,0,0,0,14,0,0,0,0,,0,125,0,0,0,0,,0,0,0,0
362,2004,North Melbourne,,0,0,,16,0,0,,0,0,47,0,0,0,0,,0,0,0,0,22,26,,0,0,0,0,0,151,0,0,0,0,,,,0,
364,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,70,0,0,0,,0,0,,0,,,24,0,0,0,0,,0,98,0,0,0,0,0,0,0,0,
367,2004,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,0,0
373,2004,North Melbourne,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,2004,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2004,North Melbourne,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,0
402,2004,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,0,0,0,0,0,0,5,0,116,0,0,0,0,0,0,,0,
404,2004,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,25,0,0,,0,0,0,0,,0
414,2004,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,,0,0,,0,,,0,0,0,,0,90,0,0,0,0,0,0,0,,
415,2004,West Melbourne (Residential),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,17,0,0,0,0,0,0,,,
416,2004,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,0,,0,0,
419,2004,West Melbourne (Residential),,0,0,0,,,,0,0,,32,,0,0,,0,0,0,0,0,0,,0,0,0,0,,0,116,0,0,0,0,0,0,,0,61
427,2004,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,117,0,0,0,,0,0,0,0,,0,23,0,0,0,0,,0,180,0,0,0,0,0,0,,,13
428,2004,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,38,0,0,0,0,0,0,,0,
429,2004,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,40,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,64,0,0,0,0,,0,0,,7
432,2004,West Melbourne (Residential),0,0,0,,,0,0,0,0,0,219,0,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,,0,0
434,2004,West Melbourne (Residential),0,0,0,0,23,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,,0,311,0,0,0,0,,0,0,0,0
437,2004,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,145,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,,,0
439,2004,West Melbourne (Residential),0,0,0,0,45,,0,0,0,0,154,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,204,0,0,0,0,0,,0,,0
440,2004,West Melbourne (Residential),0,0,0,0,,,0,,0,0,234,0,0,0,0,,0,0,0,,,,0,0,0,0,0,0,288,0,0,0,0,0,,,,17
445,2004,West Melbourne (Residential),0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
501,2004,West Melbourne (Industrial),0,,0,0,0,0,0,0,0,23,112,,0,0,0,,0,0,0,0,0,0,0,0,,0,8,0,161,,,0,0,0,,,0,0
507,2004,Kensington,0,0,0,0,0,0,0,0,0,52,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,122,0,0,0,0,0,0,0,0,26
508,2004,Kensington,0,,0,0,0,0,0,0,0,77,48,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,160,0,0,0,0,0,,,31,
510,2004,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,2004,Kensington,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,33,0,0,,0,0,0,0,,
514,2004,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
